i;j;z_m;y_m;n_tubi;T_gas_C;p_gas_bar;v_gas_ms;Re_gas;h_conv_Wm2K;h_rad_Wm2K;eps_gas;x_in;x_out;alpha;G_cross_kgm2s;v_cross_ms;h_boil_Wm2K;U_o_Wm2K;q_lin_Wm;q_int_kWm2;q_est_kWm2;T_met_int_C;T_met_mid_C;T_met_est_C;T_met_media_spessore_C;T_parete_bollente_C;dT_superheat_K;dT_deposito_K;dT_met_sat_K;q_CHF_loc_kWm2;DNBR;ferrula
8;1;0.144;-0.6417;66.6;962.81;34.7218;33.004;105631;1757.5;40.89;0.1168;0.00415;0.01137;0.0441;217.22;0.352;22785.7;104.6;8005.0;95.43;66.88;342.22;339.11;336.26;339.07;326.23;2.935;10.03;12.97;311;4.64;1
8;2;0.144;-0.4991;82.0;962.81;34.7218;33.004;105631;1757.5;40.89;0.1168;0.01137;0.02026;0.0808;176.30;0.304;25251.0;104.6;8007.6;95.46;66.90;341.94;338.83;335.98;338.79;325.94;2.649;10.04;12.68;308;4.60;1
8;3;0.144;-0.3565;91.9;962.81;34.7218;33.004;105631;1757.6;40.89;0.1168;0.02026;0.03024;0.1187;157.37;0.291;26761.2;104.6;8009.0;95.48;66.91;341.80;338.68;335.83;338.64;325.79;2.500;10.04;12.54;305;4.55;1
8;4;0.144;-0.2139;76.9;962.81;34.7218;33.004;105631;1757.5;40.89;0.1168;0.03024;0.03858;0.1633;187.94;0.370;24110.7;104.6;8006.4;95.45;66.89;342.07;338.95;336.10;338.91;326.07;2.774;10.03;12.81;302;4.52;1
8;5;0.144;-0.0713;68.4;962.81;34.7218;33.004;105631;1757.5;40.89;0.1168;0.03858;0.04600;0.1993;211.29;0.438;22148.3;104.6;8004.2;95.42;66.87;342.31;339.19;336.34;339.15;326.31;3.019;10.03;13.05;300;4.48;1
8;6;0.144;0.0713;68.4;962.81;34.7218;33.005;105631;1757.5;40.89;0.1168;0.04600;0.05342;0.2262;211.29;0.458;21646.4;104.6;8003.5;95.42;66.87;342.38;339.26;336.41;339.22;326.38;3.089;10.03;13.12;297;4.45;1
8;7;0.144;0.2139;76.9;962.81;34.7218;33.004;105631;1757.5;40.89;0.1168;0.05342;0.06177;0.2459;187.94;0.427;22337.7;104.6;8004.4;95.43;66.87;342.28;339.17;336.32;339.13;326.28;2.994;10.03;13.02;295;4.41;1
8;8;0.144;0.3565;91.9;962.81;34.7218;33.004;105631;1757.5;40.89;0.1168;0.06177;0.07174;0.2620;157.37;0.377;23680.4;104.6;8006.0;95.44;66.89;342.12;339.00;336.15;338.96;326.12;2.825;10.03;12.86;292;4.36;1
8;9;0.144;0.4991;82.0;962.81;34.7218;33.004;105631;1757.5;40.89;0.1168;0.07174;0.08063;0.2966;176.30;0.444;21970.8;104.6;8004.0;95.42;66.87;342.33;339.22;336.36;339.18;326.33;3.044;10.03;13.07;289;4.32;1
8;10;0.144;0.6417;66.6;962.81;34.7218;33.005;105630;1757.5;40.90;0.1168;0.08063;0.08785;0.3326;217.22;0.569;19863.4;104.5;8001.0;95.39;66.85;342.65;339.54;336.68;339.49;326.66;3.365;10.03;13.39;287;4.29;1
8;11;0.144;0.7843;38.2;962.81;34.7218;33.005;105630;1757.4;40.90;0.1168;0.08785;0.09199;0.3786;378.00;1.019;17350.7;104.5;7996.5;95.33;66.81;343.13;340.01;337.16;339.97;327.14;3.850;10.02;13.87;285;4.27;1
9;0;0.164;-0.7843;38.2;962.13;34.7212;32.987;105674;1711.0;40.79;0.1168;0.00000;0.00415;0.0139;376.51;0.582;18048.8;104.2;7966.4;94.97;66.56;342.90;339.80;336.96;339.76;326.98;3.688;9.98;13.67;313;4.70;1
9;1;0.164;-0.6417;66.6;962.12;34.7212;32.987;105674;1711.0;40.79;0.1168;0.00415;0.01137;0.0441;216.36;0.350;22778.8;104.3;7973.4;95.06;66.61;342.15;339.05;336.21;339.01;326.22;2.924;9.99;12.92;311;4.66;1
9;2;0.164;-0.4991;82.0;962.12;34.7212;32.987;105674;1711.1;40.79;0.1168;0.01137;0.02026;0.0807;175.60;0.303;25240.7;104.3;7976.0;95.09;66.64;341.87;338.77;335.93;338.73;325.93;2.640;10.00;12.64;308;4.62;1
9;3;0.164;-0.3565;91.9;962.12;34.7212;32.987;105674;1711.1;40.79;0.1168;0.02026;0.03023;0.1185;156.75;0.290;26748.0;104.3;7977.4;95.10;66.65;341.73;338.62;335.78;338.58;325.78;2.492;10.00;12.49;305;4.57;1
9;4;0.164;-0.2139;76.9;962.12;34.7212;32.987;105674;1711.0;40.79;0.1168;0.03023;0.03858;0.1631;187.20;0.369;24102.2;104.3;7974.9;95.07;66.63;341.99;338.89;336.05;338.85;326.06;2.764;9.99;12.76;302;4.53;1
9;5;0.164;-0.0713;68.4;962.12;34.7212;32.987;105674;1711.0;40.79;0.1168;0.03858;0.04600;0.1991;210.46;0.436;22141.8;104.3;7972.6;95.05;66.61;342.23;339.13;336.29;339.09;326.30;3.008;9.99;13.00;300;4.50;1
9;6;0.164;0.0713;68.4;962.12;34.7212;32.987;105674;1711.0;40.79;0.1168;0.04600;0.05342;0.2260;210.46;0.457;21640.1;104.3;7972.0;95.04;66.60;342.30;339.20;336.36;339.16;326.37;3.078;9.99;13.07;297;4.46;1
9;7;0.164;0.2139;76.9;962.12;34.7212;32.987;105674;1711.0;40.79;0.1168;0.05342;0.06177;0.2457;187.20;0.425;22330.8;104.3;7972.9;95.05;66.61;342.21;339.11;336.27;339.06;326.27;2.983;9.99;12.97;295;4.42;1
9;8;0.164;0.3565;91.9;962.12;34.7212;32.987;105674;1711.0;40.79;0.1168;0.06177;0.07174;0.2617;156.75;0.375;23672.2;104.3;7974.4;95.07;66.62;342.04;338.94;336.10;338.90;326.11;2.814;9.99;12.81;292;4.38;1
9;9;0.164;0.4991;82.0;962.12;34.7212;32.987;105674;1711.0;40.79;0.1168;0.07174;0.08063;0.2963;175.60;0.442;21963.8;104.3;7972.4;95.04;66.61;342.26;339.16;336.31;339.11;326.32;3.033;9.99;13.02;289;4.34;1
9;10;0.164;0.6417;66.6;962.13;34.7212;32.987;105674;1711.0;40.79;0.1168;0.08063;0.08785;0.3323;216.36;0.567;19856.2;104.2;7969.5;95.01;66.58;342.57;339.47;336.63;339.43;326.64;3.353;9.99;13.34;287;4.30;1
9;11;0.164;0.7843;38.2;962.13;34.7212;32.987;105674;1711.0;40.80;0.1168;0.08785;0.09199;0.3784;376.51;1.015;17336.0;104.2;7965.0;94.96;66.54;343.05;339.95;337.11;339.91;327.13;3.839;9.98;13.82;285;4.29;1
10;0;0.185;-0.7843;38.2;961.42;34.7207;32.968;105719;1671.9;40.70;0.1169;0.00000;0.00415;0.0139;375.13;0.580;18042.4;103.9;7937.2;94.62;66.31;342.83;339.74;336.91;339.70;326.97;3.675;9.95;13.62;313;4.72;1
10;1;0.185;-0.6417;66.6;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.00415;0.01137;0.0440;215.57;0.349;22772.4;104.0;7944.1;94.71;66.37;342.08;338.99;336.16;338.95;326.21;2.914;9.96;12.87;311;4.68;1
10;2;0.185;-0.4991;82.0;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.01137;0.02026;0.0806;174.96;0.302;25231.1;104.0;7946.7;94.74;66.39;341.80;338.71;335.88;338.67;325.92;2.631;9.96;12.59;308;4.64;1
10;3;0.185;-0.3565;91.9;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.02026;0.03023;0.1184;156.18;0.289;26735.7;104.1;7948.1;94.75;66.40;341.66;338.57;335.73;338.52;325.77;2.484;9.96;12.44;305;4.59;1
10;4;0.185;-0.2139;76.9;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.03023;0.03858;0.1630;186.51;0.367;24094.2;104.0;7945.6;94.72;66.38;341.93;338.84;336.00;338.79;326.05;2.755;9.96;12.71;302;4.55;1
10;5;0.185;-0.0713;68.4;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.03858;0.04600;0.1989;209.68;0.434;22135.6;104.0;7943.4;94.70;66.36;342.16;339.07;336.24;339.03;326.29;2.998;9.95;12.95;300;4.52;1
10;6;0.185;0.0713;68.4;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.04600;0.05342;0.2258;209.68;0.455;21634.1;104.0;7942.7;94.69;66.36;342.23;339.14;336.31;339.10;326.36;3.067;9.95;13.02;297;4.48;1
10;7;0.185;0.2139;76.9;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.05342;0.06177;0.2455;186.51;0.424;22324.3;104.0;7943.6;94.70;66.37;342.14;339.05;336.22;339.01;326.26;2.973;9.95;12.93;295;4.44;1
10;8;0.185;0.3565;91.9;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.06177;0.07174;0.2614;156.18;0.374;23664.4;104.0;7945.1;94.72;66.38;341.97;338.88;336.05;338.84;326.10;2.805;9.96;12.76;292;4.39;1
10;9;0.185;0.4991;82.0;961.41;34.7207;32.968;105719;1672.0;40.69;0.1169;0.07174;0.08063;0.2960;174.96;0.440;21957.3;104.0;7943.1;94.70;66.36;342.19;339.10;336.27;339.06;326.31;3.022;9.95;12.98;289;4.35;1
10;10;0.185;0.6417;66.6;961.41;34.7207;32.968;105719;1671.9;40.69;0.1169;0.08063;0.08785;0.3321;215.57;0.565;19849.5;104.0;7940.2;94.66;66.34;342.50;339.41;336.58;339.37;326.63;3.342;9.95;13.29;287;4.32;1
10;11;0.185;0.7843;38.2;961.42;34.7207;32.968;105718;1671.9;40.70;0.1169;0.08785;0.09199;0.3783;375.13;1.011;17322.3;103.9;7935.8;94.61;66.30;342.98;339.89;337.06;339.85;327.12;3.827;9.95;13.77;285;4.30;1
11;0;0.207;-0.7843;38.2;960.68;34.7174;22.940;88248;1559.9;26.04;0.1271;0.00000;0.00416;0.0167;2222.31;3.434;34933.7;618.6;47197.6;469.48;394.32;429.90;411.02;393.73;410.76;334.58;11.288;59.15;70.44;313;0.79;0
11;1;0.207;-0.6417;66.6;960.67;34.7174;22.940;88248;1558.0;26.09;0.1271;0.00416;0.01137;0.0580;1277.04;2.068;29566.2;616.3;47019.7;467.71;392.83;431.56;412.75;395.50;412.48;336.58;13.286;58.92;72.21;311;0.79;0
11;2;0.207;-0.4991;82.0;960.67;34.7174;22.940;88248;1558.0;26.09;0.1271;0.01137;0.02026;0.1099;1036.47;1.788;29536.7;616.3;47018.4;467.70;392.82;431.57;412.76;395.51;412.50;336.59;13.299;58.92;72.22;308;0.78;0
11;3;0.207;-0.3565;91.9;960.67;34.7174;22.940;88248;1558.2;26.08;0.1271;0.02026;0.03022;0.1631;925.21;1.710;30038.7;616.6;47037.3;467.89;392.98;431.39;412.57;395.32;412.31;336.37;13.082;58.95;72.03;305;0.78;0
11;4;0.207;-0.2139;76.9;960.67;34.7174;22.940;88248;1557.9;26.09;0.1271;0.03022;0.03856;0.2121;1104.89;2.175;29407.0;616.2;47013.4;467.65;392.78;431.62;412.81;395.56;412.54;336.65;13.357;58.92;72.27;302;0.77;0
11;5;0.207;-0.0713;68.4;960.67;34.7174;22.940;88248;1558.1;26.09;0.1271;0.03856;0.04598;0.2501;1242.19;2.573;29843.4;616.5;47030.3;467.82;392.92;431.46;412.64;395.39;412.38;336.46;13.166;58.94;72.10;300;0.76;0
11;6;0.207;0.0713;68.4;960.67;34.7174;22.940;88248;1558.2;26.08;0.1271;0.04598;0.05340;0.2815;1242.19;2.694;30154.1;616.6;47042.0;467.94;393.02;431.35;412.53;395.28;412.27;336.32;13.034;58.95;71.99;297;0.76;0
11;7;0.207;0.2139;76.9;960.67;34.7174;22.940;88248;1558.1;26.09;0.1271;0.05340;0.06174;0.3102;1104.89;2.510;29820.8;616.4;47029.4;467.81;392.91;431.47;412.65;395.40;412.39;336.47;13.176;58.94;72.11;295;0.75;0
11;8;0.207;0.3565;91.9;960.67;34.7174;22.940;88248;1558.0;26.09;0.1271;0.06174;0.07169;0.3390;925.21;2.213;29454.4;616.3;47015.3;467.67;392.79;431.60;412.79;395.55;412.53;336.63;13.336;58.92;72.25;292;0.74;0
11;9;0.207;0.4991;82.0;960.67;34.7174;22.940;88248;1558.2;26.08;0.1271;0.07169;0.08058;0.3713;1036.47;2.607;30094.7;616.6;47039.8;467.91;393.00;431.37;412.55;395.30;412.29;336.35;13.059;58.95;72.01;289;0.73;0
11;10;0.207;0.6417;66.6;960.68;34.7174;22.940;88248;1559.1;26.06;0.1271;0.08058;0.08781;0.3986;1277.04;3.347;32414.9;617.6;47121.4;468.73;393.68;430.61;411.76;394.49;411.50;335.44;12.145;59.05;71.20;287;0.73;0
11;11;0.207;0.7843;38.2;960.68;34.7174;22.940;88248;1562.0;25.98;0.1271;0.08781;0.09199;0.4214;2222.31;5.991;44198.6;621.4;47404.7;471.54;396.05;427.96;409.02;391.66;408.76;332.25;8.961;59.41;68.37;285;0.72;0
12;0;0.230;-0.7843;38.2;956.10;34.7172;22.856;88490;1526.4;25.85;0.1275;0.00000;0.00416;0.0167;2184.28;3.375;34579.4;612.4;46384.6;461.40;387.52;428.16;409.62;392.63;409.36;334.50;11.207;58.13;69.34;313;0.81;0
12;1;0.230;-0.6417;66.6;956.12;34.7172;22.856;88489;1524.6;25.90;0.1275;0.00416;0.01137;0.0580;1255.18;2.033;29387.5;610.1;46215.7;459.72;386.11;429.77;411.29;394.35;411.03;336.43;13.139;57.92;71.06;311;0.80;0
12;2;0.230;-0.4991;82.0;956.11;34.7172;22.856;88490;1524.6;25.90;0.1275;0.01137;0.02026;0.1097;1018.73;1.758;29414.4;610.2;46216.6;459.72;386.12;429.76;411.28;394.34;411.02;336.42;13.127;57.92;71.05;308;0.80;0
12;3;0.230;-0.3565;91.9;956.11;34.7172;22.856;88490;1524.8;25.90;0.1275;0.02026;0.03022;0.1629;909.37;1.681;29946.0;610.4;46236.1;459.92;386.28;429.57;411.08;394.13;410.82;336.19;12.899;57.94;70.84;305;0.79;0
12;4;0.230;-0.2139;76.9;956.11;34.7172;22.856;88489;1524.6;25.90;0.1275;0.03022;0.03856;0.2119;1085.99;2.138;29258.8;610.1;46210.8;459.67;386.07;429.81;411.33;394.40;411.08;336.49;13.195;57.91;71.11;302;0.78;0
12;5;0.230;-0.0713;68.4;956.11;34.7172;22.856;88489;1524.7;25.90;0.1275;0.03856;0.04598;0.2499;1220.93;2.529;29643.8;610.3;46225.3;459.81;386.19;429.68;411.19;394.25;410.93;336.32;13.028;57.93;70.96;300;0.78;0
12;6;0.230;0.0713;68.4;956.11;34.7172;22.856;88489;1524.8;25.90;0.1275;0.04598;0.05340;0.2813;1220.93;2.648;29937.8;610.4;46236.2;459.92;386.28;429.57;411.08;394.14;410.83;336.19;12.903;57.94;70.85;297;0.77;0
12;7;0.230;0.2139;76.9;956.11;34.7172;22.856;88489;1524.7;25.90;0.1275;0.05340;0.06174;0.3099;1085.99;2.468;29622.6;610.3;46224.5;459.80;386.19;429.68;411.20;394.26;410.94;336.33;13.037;57.93;70.96;295;0.76;0
12;8;0.230;0.3565;91.9;956.11;34.7172;22.856;88489;1524.6;25.90;0.1275;0.06174;0.07169;0.3387;909.37;2.175;29289.7;610.1;46212.0;459.68;386.08;429.80;411.32;394.38;411.07;336.47;13.182;57.91;71.09;292;0.76;0
12;9;0.230;0.4991;82.0;956.11;34.7172;22.856;88489;1524.8;25.90;0.1275;0.07169;0.08059;0.3710;1018.73;2.563;29881.3;610.4;46234.1;459.90;386.27;429.59;411.10;394.16;410.85;336.22;12.927;57.94;70.87;289;0.75;0
12;10;0.230;0.6417;66.6;956.11;34.7172;22.856;88490;1525.6;25.87;0.1275;0.08059;0.08781;0.3984;1255.18;3.290;32121.5;611.4;46311.5;460.67;386.91;428.85;410.34;393.37;410.08;335.34;12.045;58.04;70.08;287;0.74;0
12;11;0.230;0.7843;38.2;956.09;34.7172;22.855;88491;1528.4;25.79;0.1275;0.08781;0.09199;0.4213;2184.28;5.888;43671.2;615.1;46585.3;463.39;389.20;426.24;407.63;390.58;407.38;332.20;8.912;58.38;67.29;285;0.73;0
13;0;0.254;-0.7843;38.2;951.42;34.7169;22.769;88740;1496.6;25.66;0.1278;0.00000;0.00416;0.0167;2148.16;3.319;34242.6;606.7;45612.6;453.72;381.07;426.50;408.28;391.58;408.03;334.42;11.129;57.16;68.29;313;0.82;0
13;1;0.254;-0.6417;66.6;951.45;34.7169;22.769;88738;1494.9;25.71;0.1278;0.00416;0.01137;0.0579;1234.43;1.999;29218.4;604.5;45452.2;452.12;379.73;428.06;409.90;393.25;409.64;336.29;12.996;56.96;69.96;311;0.82;0
13;2;0.254;-0.4991;82.0;951.45;34.7169;22.769;88739;1495.0;25.71;0.1278;0.01137;0.02026;0.1096;1001.89;1.728;29299.1;604.6;45455.0;452.15;379.76;428.03;409.87;393.22;409.61;336.25;12.961;56.96;69.93;308;0.81;0
13;3;0.254;-0.3565;91.9;951.44;34.7169;22.769;88739;1495.2;25.71;0.1278;0.02026;0.03022;0.1627;894.34;1.653;29859.1;604.8;45475.1;452.35;379.93;427.84;409.66;393.00;409.41;336.01;12.724;56.99;69.71;305;0.80;0
13;4;0.254;-0.2139;76.9;951.45;34.7169;22.769;88738;1494.9;25.72;0.1278;0.03022;0.03856;0.2117;1068.03;2.102;29119.0;604.5;45448.4;452.08;379.70;428.10;409.93;393.29;409.68;336.33;13.040;56.96;70.00;302;0.80;0
13;5;0.254;-0.0713;68.4;951.45;34.7169;22.769;88738;1495.0;25.71;0.1278;0.03856;0.04598;0.2497;1200.74;2.488;29454.8;604.6;45460.9;452.21;379.81;427.98;409.81;393.16;409.56;336.19;12.895;56.97;69.87;300;0.79;0
13;6;0.254;0.0713;68.4;951.44;34.7169;22.769;88739;1495.1;25.71;0.1278;0.04598;0.05340;0.2810;1200.74;2.604;29732.8;604.8;45470.9;452.31;379.89;427.88;409.71;393.05;409.46;336.07;12.777;56.98;69.76;297;0.78;0
13;7;0.254;0.2139;76.9;951.45;34.7169;22.769;88738;1495.0;25.71;0.1278;0.05340;0.06174;0.3096;1068.03;2.427;29435.0;604.6;45460.1;452.20;379.80;427.99;409.82;393.16;409.56;336.19;12.903;56.97;69.87;295;0.78;0
13;8;0.254;0.3565;91.9;951.45;34.7169;22.769;88738;1494.9;25.72;0.1278;0.06174;0.07169;0.3383;894.34;2.139;29134.0;604.5;45449.0;452.09;379.71;428.09;409.93;393.28;409.68;336.32;13.033;56.96;69.99;292;0.77;0
13;9;0.254;0.4991;82.0;951.44;34.7169;22.769;88739;1495.1;25.71;0.1278;0.07169;0.08059;0.3707;1001.89;2.520;29679.1;604.7;45468.9;452.29;379.87;427.90;409.73;393.07;409.47;336.09;12.799;56.98;69.78;289;0.76;0
13;10;0.254;0.6417;66.6;951.43;34.7169;22.769;88739;1495.8;25.69;0.1278;0.08059;0.08781;0.3981;1234.43;3.236;31842.8;605.7;45542.3;453.02;380.49;427.18;408.99;392.31;408.74;335.24;11.949;57.07;69.02;287;0.75;0
13;11;0.254;0.7843;38.2;951.38;34.7169;22.768;88742;1498.6;25.60;0.1278;0.08781;0.09199;0.4211;2148.16;5.791;43169.1;609.3;45807.1;455.65;382.70;424.60;406.32;389.56;406.06;332.16;8.865;57.40;66.27;285;0.75;0
14;0;0.279;-0.7843;38.2;946.62;34.7167;22.680;88998;1469.7;25.48;0.1282;0.00000;0.00416;0.0167;2113.55;3.266;33919.5;601.4;44873.1;446.36;374.90;424.91;407.00;390.58;406.75;334.34;11.053;56.23;67.29;313;0.83;0
14;1;0.279;-0.6417;66.6;946.66;34.7167;22.681;88996;1468.2;25.53;0.1282;0.00416;0.01137;0.0578;1214.54;1.967;29056.9;599.4;44720.2;444.84;373.62;426.43;408.57;392.19;408.32;336.15;12.858;56.04;68.90;311;0.83;0
14;2;0.279;-0.4991;82.0;946.66;34.7167;22.681;88996;1468.2;25.52;0.1282;0.01137;0.02026;0.1095;985.75;1.701;29189.6;599.4;44724.9;444.89;373.66;426.39;408.52;392.14;408.27;336.09;12.801;56.05;68.85;308;0.82;0
14;3;0.279;-0.3565;91.9;946.65;34.7167;22.681;88996;1468.4;25.52;0.1282;0.02026;0.03023;0.1624;879.93;1.627;29776.9;599.7;44745.9;445.10;373.83;426.18;408.30;391.92;408.05;335.85;12.554;56.08;68.63;305;0.81;0
14;4;0.279;-0.2139;76.9;946.66;34.7167;22.681;88996;1468.2;25.53;0.1282;0.03023;0.03856;0.2115;1050.82;2.069;28985.6;599.3;44717.6;444.81;373.60;426.46;408.59;392.22;408.35;336.18;12.889;56.04;68.93;302;0.81;0
14;5;0.279;-0.0713;68.4;946.66;34.7167;22.681;88996;1468.3;25.52;0.1282;0.03856;0.04598;0.2495;1181.39;2.448;29274.3;599.5;44728.6;444.92;373.69;426.35;408.48;392.11;408.24;336.06;12.765;56.05;68.82;300;0.80;0
14;6;0.279;0.0713;68.4;946.66;34.7167;22.681;88996;1468.4;25.52;0.1282;0.04598;0.05340;0.2808;1181.39;2.562;29536.8;599.6;44737.8;445.02;373.77;426.26;408.39;392.01;408.14;335.95;12.654;56.06;68.72;297;0.80;0
14;7;0.279;0.2139;76.9;946.66;34.7167;22.681;88996;1468.3;25.52;0.1282;0.05340;0.06174;0.3093;1050.82;2.388;29255.7;599.5;44727.9;444.92;373.68;426.36;408.49;392.12;408.24;336.06;12.773;56.05;68.83;295;0.79;0
14;8;0.279;0.3565;91.9;946.66;34.7167;22.681;88996;1468.2;25.53;0.1282;0.06174;0.07170;0.3380;879.93;2.105;28985.4;599.3;44717.6;444.81;373.60;426.46;408.59;392.22;408.35;336.18;12.889;56.04;68.93;292;0.78;0
14;9;0.279;0.4991;82.0;946.66;34.7167;22.681;88996;1468.3;25.52;0.1282;0.07170;0.08059;0.3703;985.75;2.480;29485.8;599.6;44736.0;445.00;373.75;426.28;408.41;392.03;408.16;335.97;12.676;56.06;68.74;289;0.77;0
14;10;0.279;0.6417;66.6;946.64;34.7167;22.680;88997;1469.0;25.50;0.1282;0.08059;0.08782;0.3978;1214.54;3.183;31575.8;600.5;44805.0;445.68;374.33;425.59;407.69;391.29;407.45;335.15;11.855;56.15;68.00;287;0.77;0
14;11;0.279;0.7843;38.2;946.56;34.7167;22.679;89001;1471.7;25.42;0.1282;0.08782;0.09199;0.4209;2113.55;5.698;42686.9;604.0;45061.1;448.23;376.47;423.04;405.06;388.58;404.81;332.11;8.819;56.47;65.29;285;0.76;0
15;0;0.305;-0.7843;38.2;941.69;34.7164;22.589;89265;1445.4;25.29;0.1286;0.00000;0.00416;0.0167;2080.15;3.214;33607.4;596.6;44159.0;439.26;368.93;423.38;405.76;389.61;405.51;334.27;10.978;55.34;66.32;313;0.85;0
15;1;0.305;-0.6417;66.6;941.76;34.7164;22.590;89261;1443.9;25.34;0.1286;0.00416;0.01137;0.0578;1195.34;1.936;28901.8;594.6;44014.4;437.82;367.72;424.85;407.28;391.17;407.04;336.01;12.723;55.16;67.88;311;0.84;0
15;2;0.305;-0.4991;82.0;941.75;34.7164;22.590;89262;1444.0;25.33;0.1286;0.01137;0.02026;0.1093;970.17;1.674;29084.8;594.7;44020.8;437.88;367.78;424.79;407.21;391.10;406.97;335.94;12.645;55.17;67.81;308;0.84;0
15;3;0.305;-0.3565;91.9;941.74;34.7164;22.590;89262;1444.2;25.33;0.1286;0.02026;0.03023;0.1622;866.02;1.601;29698.6;595.0;44042.2;438.10;367.95;424.57;406.99;390.87;406.74;335.68;12.390;55.19;67.58;305;0.83;0
15;4;0.305;-0.2139;76.9;941.76;34.7164;22.590;89261;1443.9;25.34;0.1286;0.03023;0.03856;0.2113;1034.21;2.036;28857.8;594.5;44012.8;437.80;367.71;424.87;407.30;391.19;407.05;336.03;12.742;55.16;67.90;302;0.82;0
15;5;0.305;-0.0713;68.4;941.75;34.7164;22.590;89262;1444.0;25.33;0.1286;0.03856;0.04598;0.2492;1162.72;2.409;29100.5;594.7;44021.3;437.89;367.78;424.78;407.21;391.10;406.96;335.93;12.638;55.17;67.81;300;0.81;0
15;6;0.305;0.0713;68.4;941.75;34.7164;22.590;89262;1444.0;25.33;0.1286;0.04598;0.05340;0.2806;1162.72;2.522;29348.1;594.8;44029.9;437.97;367.85;424.70;407.12;391.00;406.87;335.82;12.534;55.18;67.71;297;0.81;0
15;7;0.305;0.2139;76.9;941.75;34.7164;22.590;89262;1444.0;25.33;0.1286;0.05340;0.06174;0.3091;1034.21;2.350;29083.2;594.7;44020.7;437.88;367.78;424.79;407.21;391.10;406.97;335.94;12.646;55.17;67.81;295;0.80;0
15;8;0.305;0.3565;91.9;941.76;34.7164;22.590;89261;1443.9;25.34;0.1286;0.06174;0.07170;0.3376;866.02;2.072;28842.8;594.5;44012.3;437.80;367.70;424.88;407.30;391.20;407.06;336.04;12.749;55.16;67.90;292;0.79;0
15;9;0.305;0.4991;82.0;941.75;34.7164;22.590;89262;1444.0;25.33;0.1286;0.07170;0.08059;0.3700;970.17;2.440;29299.6;594.8;44028.2;437.96;367.84;424.71;407.13;391.02;406.89;335.85;12.554;55.18;67.73;289;0.79;0
15;10;0.305;0.6417;66.6;941.72;34.7164;22.589;89263;1444.7;25.31;0.1286;0.08059;0.08782;0.3975;1195.34;3.133;31318.1;595.7;44094.1;438.61;368.39;424.04;406.44;390.31;406.20;335.05;11.763;55.26;67.02;287;0.78;0
15;11;0.305;0.7843;38.2;941.61;34.7164;22.587;89269;1447.2;25.23;0.1286;0.08782;0.09199;0.4208;2080.15;5.608;42220.5;599.1;44341.8;441.08;370.46;421.52;403.84;387.63;403.59;332.07;8.774;55.57;64.34;285;0.77;0
16;0;0.332;-0.7843;38.2;936.65;34.7161;22.495;89541;1423.0;25.10;0.1290;0.00000;0.00416;0.0167;2047.71;3.164;33304.0;592.1;43465.6;432.36;363.14;421.89;404.56;388.67;404.32;334.19;10.904;54.47;65.37;313;0.86;0
16;1;0.332;-0.6417;66.6;936.72;34.7161;22.497;89536;1421.6;25.14;0.1290;0.00416;0.01137;0.0577;1176.70;1.906;28751.7;590.1;43328.9;431.00;362.00;423.32;406.03;390.18;405.79;335.88;12.590;54.30;66.89;311;0.86;0
16;2;0.332;-0.4991;82.0;936.72;34.7161;22.497;89536;1421.7;25.14;0.1290;0.01137;0.02026;0.1092;955.04;1.648;28984.0;590.2;43336.9;431.08;362.06;423.24;405.94;390.09;405.70;335.78;12.492;54.31;66.80;308;0.85;0
16;3;0.332;-0.3565;91.9;936.71;34.7161;22.496;89537;1421.9;25.13;0.1290;0.02026;0.03023;0.1620;852.51;1.576;29623.4;590.5;43358.1;431.29;362.24;423.02;405.71;389.85;405.47;335.52;12.228;54.34;66.56;305;0.84;0
16;4;0.332;-0.2139;76.9;936.72;34.7161;22.497;89536;1421.6;25.14;0.1290;0.03023;0.03857;0.2111;1018.09;2.004;28734.4;590.1;43327.8;430.99;361.99;423.33;406.04;390.19;405.80;335.89;12.598;54.30;66.90;302;0.83;0
16;5;0.332;-0.0713;68.4;936.72;34.7161;22.497;89536;1421.7;25.14;0.1290;0.03857;0.04598;0.2490;1144.59;2.371;28932.3;590.2;43335.0;431.06;362.05;423.25;405.96;390.11;405.72;335.80;12.514;54.31;66.82;300;0.83;0
16;6;0.332;0.0713;68.4;936.72;34.7161;22.496;89537;1421.8;25.14;0.1290;0.04598;0.05340;0.2803;1144.59;2.483;29165.2;590.3;43342.9;431.14;362.11;423.17;405.88;390.02;405.64;335.71;12.416;54.32;66.73;297;0.82;0
16;7;0.332;0.2139;76.9;936.72;34.7161;22.497;89536;1421.7;25.14;0.1290;0.05340;0.06174;0.3088;1018.09;2.313;28916.2;590.2;43334.5;431.06;362.04;423.26;405.97;390.12;405.73;335.81;12.520;54.31;66.83;295;0.81;0
