componente;i;j;classe;z_m;y_m;T_met_int_C;T_met_est_C;T_met_media_C;dT_spessore_K;p_int_bar;p_est_bar;sZ_membr_MPa;sZ_termico_MPa;sZ_pressione_MPa;punto;r_mm;sigma_R_MPa;sigma_theta_MPa;sigma_Z_MPa;sigma_VM_MPa;sigma_Tresca_MPa;Sy_MPa;utilizzo_pc
TUBI;52;9;0;2.578;0.4991;368.67;354.25;361.04;14.43;34.697;117.840;7.325;-35.456;42.781;media;17.52;-9.269;-54.488;6.957;55.152;61.445;206.8;26.67
TUBI;52;9;0;2.578;0.4991;368.67;354.25;361.04;14.43;34.697;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-27.668;31.262;52.811;58.930;206.8;25.54
TUBI;53;9;0;2.698;0.4991;367.02;353.13;359.67;13.89;34.696;117.840;7.325;-35.456;42.781;interna;16.00;-3.470;-85.801;-18.557;75.921;82.332;207.1;36.67
TUBI;53;9;0;2.698;0.4991;367.02;353.13;359.67;13.89;34.696;117.840;7.325;-35.456;42.781;media;17.52;-9.228;-54.516;6.971;55.200;61.487;207.1;26.66
TUBI;53;9;0;2.698;0.4991;367.02;353.13;359.67;13.89;34.696;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-28.563;30.367;52.588;58.930;207.1;25.40
TUBI;54;9;0;2.824;0.4991;365.36;352.01;358.30;13.35;34.695;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-84.803;-17.558;75.285;81.334;207.3;36.31
TUBI;54;9;0;2.824;0.4991;365.36;352.01;358.30;13.35;34.695;117.840;7.325;-35.456;42.781;media;17.52;-9.187;-54.543;6.985;55.247;61.528;207.3;26.65
TUBI;54;9;0;2.824;0.4991;365.36;352.01;358.30;13.35;34.695;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-29.453;29.478;52.381;58.931;207.3;25.26
TUBI;55;9;0;2.955;0.4991;363.72;350.90;356.94;12.82;34.694;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-83.817;-16.571;74.664;80.348;207.6;35.96
TUBI;55;9;0;2.955;0.4991;363.72;350.90;356.94;12.82;34.694;117.840;7.325;-35.456;42.781;media;17.52;-9.146;-54.571;6.998;55.294;61.569;207.6;26.63
TUBI;55;9;0;2.955;0.4991;363.72;350.90;356.94;12.82;34.694;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-30.332;28.600;52.191;58.931;207.6;25.14
TUBI;56;9;0;3.092;0.4991;362.09;349.80;355.59;12.30;34.693;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-82.835;-15.589;74.054;79.366;207.9;35.62
TUBI;56;9;0;3.092;0.4991;362.09;349.80;355.59;12.30;34.693;117.840;7.325;-35.456;42.781;media;17.52;-9.106;-54.598;7.011;55.340;61.610;207.9;26.62
TUBI;56;9;0;3.092;0.4991;362.09;349.80;355.59;12.30;34.693;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-31.207;27.725;52.015;58.932;207.9;25.02
TUBI;57;9;0;3.234;0.4991;360.47;348.70;354.25;11.77;34.692;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-81.863;-14.616;73.458;78.394;208.2;35.29
TUBI;57;9;0;3.234;0.4991;360.47;348.70;354.25;11.77;34.692;117.840;7.325;-35.456;42.781;media;17.52;-9.066;-54.625;7.025;55.386;61.650;208.2;26.61
TUBI;57;9;0;3.234;0.4991;360.47;348.70;354.25;11.77;34.692;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-32.073;26.859;51.855;58.932;208.2;24.91
TUBI;58;9;0;3.382;0.4991;358.87;347.62;352.92;11.26;34.691;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-80.903;-13.655;72.876;77.434;208.4;34.97
TUBI;58;9;0;3.382;0.4991;358.87;347.62;352.92;11.26;34.691;117.840;7.325;-35.456;42.781;media;17.52;-9.027;-54.652;7.038;55.432;61.690;208.4;26.60
TUBI;58;9;0;3.382;0.4991;358.87;347.62;352.92;11.26;34.691;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-32.929;26.003;51.711;58.933;208.4;24.81
TUBI;59;9;0;3.536;0.4991;357.29;346.54;351.61;10.75;34.690;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-79.958;-12.710;72.313;76.489;208.7;34.65
TUBI;59;9;0;3.536;0.4991;357.29;346.54;351.61;10.75;34.690;117.840;7.325;-35.456;42.781;media;17.52;-8.988;-54.678;7.051;55.477;61.729;208.7;26.58
TUBI;59;9;0;3.536;0.4991;357.29;346.54;351.61;10.75;34.690;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-33.771;25.162;51.583;58.933;208.7;24.72
TUBI;60;9;0;3.697;0.4991;355.73;345.48;350.31;10.25;34.688;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-79.024;-11.775;71.763;75.555;208.9;34.35
TUBI;60;9;0;3.697;0.4991;355.73;345.48;350.31;10.25;34.688;117.840;7.325;-35.456;42.781;media;17.52;-8.950;-54.704;7.064;55.521;61.768;208.9;26.57
TUBI;60;9;0;3.697;0.4991;355.73;345.48;350.31;10.25;34.688;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-34.604;24.329;51.469;58.934;208.9;24.63
TUBI;61;9;0;3.864;0.4991;354.20;344.44;349.04;9.76;34.687;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-78.108;-10.858;71.232;74.639;209.2;34.05
TUBI;61;9;0;3.864;0.4991;354.20;344.44;349.04;9.76;34.687;117.840;7.325;-35.456;42.781;media;17.52;-8.912;-54.730;7.076;55.565;61.806;209.2;26.56
TUBI;61;9;0;3.864;0.4991;354.20;344.44;349.04;9.76;34.687;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-35.421;23.513;51.370;58.934;209.2;24.56
TUBI;62;9;0;4.038;0.4991;352.69;343.41;347.78;9.27;34.686;117.840;7.325;-35.456;42.781;interna;16.00;-3.469;-77.205;-9.955;70.717;73.736;209.4;33.76
TUBI;62;9;0;4.038;0.4991;352.69;343.41;347.78;9.27;34.686;117.840;7.325;-35.456;42.781;media;17.52;-8.875;-54.755;7.089;55.608;61.844;209.4;26.55
TUBI;62;9;0;4.038;0.4991;352.69;343.41;347.78;9.27;34.686;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-36.226;22.709;51.286;58.935;209.4;24.49
TUBI;63;9;0;4.219;0.4991;351.20;342.40;346.55;8.80;34.685;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-76.322;-9.071;70.220;72.854;209.7;33.49
TUBI;63;9;0;4.219;0.4991;351.20;342.40;346.55;8.80;34.685;117.840;7.325;-35.456;42.781;media;17.52;-8.839;-54.780;7.101;55.650;61.881;209.7;26.54
TUBI;63;9;0;4.219;0.4991;351.20;342.40;346.55;8.80;34.685;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-37.013;21.923;51.215;58.935;209.7;24.42
TUBI;64;9;0;4.407;0.4991;349.75;341.42;345.34;8.33;34.684;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-75.455;-8.204;69.740;71.987;209.9;33.22
TUBI;64;9;0;4.407;0.4991;349.75;341.42;345.34;8.33;34.684;117.840;7.325;-35.456;42.781;media;17.52;-8.803;-54.804;7.113;55.691;61.917;209.9;26.53
TUBI;64;9;0;4.407;0.4991;349.75;341.42;345.34;8.33;34.684;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-37.786;21.150;51.158;58.936;209.9;24.37
TUBI;65;9;0;4.604;0.4991;348.33;340.45;344.16;7.88;34.682;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-74.611;-7.359;69.280;71.143;210.2;32.96
TUBI;65;9;0;4.604;0.4991;348.33;340.45;344.16;7.88;34.682;117.840;7.325;-35.456;42.781;media;17.52;-8.769;-54.828;7.124;55.732;61.952;210.2;26.52
TUBI;65;9;0;4.604;0.4991;348.33;340.45;344.16;7.88;34.682;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-38.539;20.398;51.113;58.937;210.2;24.32
TUBI;66;9;0;4.809;0.4991;346.94;339.50;343.00;7.44;34.681;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-73.785;-6.531;68.836;70.316;210.4;32.72
TUBI;66;9;0;4.809;0.4991;346.94;339.50;343.00;7.44;34.681;117.840;7.325;-35.456;42.781;media;17.52;-8.735;-54.851;7.135;55.771;61.987;210.4;26.51
TUBI;66;9;0;4.809;0.4991;346.94;339.50;343.00;7.44;34.681;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-39.276;19.661;51.079;58.937;210.4;24.28
TUBI;67;9;0;5.022;0.4991;345.59;338.58;341.88;7.00;34.680;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-72.982;-5.729;68.412;69.514;210.6;32.48
TUBI;67;9;0;5.022;0.4991;345.59;338.58;341.88;7.00;34.680;117.840;7.325;-35.456;42.781;media;17.52;-8.702;-54.874;7.146;55.810;62.020;210.6;26.50
TUBI;67;9;0;5.022;0.4991;345.59;338.58;341.88;7.00;34.680;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-39.992;18.946;51.057;58.938;210.6;24.24
TUBI;68;9;0;5.243;0.4991;344.27;337.69;340.79;6.59;34.678;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-72.203;-4.948;68.007;68.735;210.8;32.25
TUBI;68;9;0;5.243;0.4991;344.27;337.69;340.79;6.59;34.678;117.840;7.325;-35.456;42.781;media;17.52;-8.670;-54.896;7.157;55.847;62.053;210.8;26.49
TUBI;68;9;0;5.243;0.4991;344.27;337.69;340.79;6.59;34.678;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-40.687;18.252;51.045;58.939;210.8;24.21
TUBI;69;9;0;5.474;0.4991;343.00;336.82;339.73;6.18;34.677;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-71.447;-4.191;67.620;67.979;211.1;32.04
TUBI;69;9;0;5.474;0.4991;343.00;336.82;339.73;6.18;34.677;117.840;7.325;-35.456;42.781;media;17.52;-8.639;-54.917;7.167;55.884;62.085;211.1;26.48
TUBI;69;9;0;5.474;0.4991;343.00;336.82;339.73;6.18;34.677;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-41.362;17.578;51.043;58.939;211.1;24.18
TUBI;70;9;0;5.715;0.4991;341.76;335.98;338.70;5.79;34.675;117.840;7.325;-35.456;42.781;interna;16.00;-3.468;-70.715;-3.458;67.252;67.256;211.3;31.83
TUBI;70;9;0;5.715;0.4991;341.76;335.98;338.70;5.79;34.675;117.840;7.325;-35.456;42.781;media;17.52;-8.609;-54.938;7.177;55.919;62.115;211.3;26.47
TUBI;70;9;0;5.715;0.4991;341.76;335.98;338.70;5.79;34.675;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-42.015;16.925;51.049;58.940;211.3;24.16
TUBI;71;9;0;5.965;0.4991;340.57;335.17;337.71;5.41;34.674;117.840;7.325;-35.456;42.781;interna;16.00;-3.467;-70.008;-2.750;66.902;67.257;211.5;31.64
TUBI;71;9;0;5.965;0.4991;340.57;335.17;337.71;5.41;34.674;117.840;7.325;-35.456;42.781;media;17.52;-8.580;-54.958;7.187;55.953;62.145;211.5;26.46
TUBI;71;9;0;5.965;0.4991;340.57;335.17;337.71;5.41;34.674;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-42.646;16.295;51.063;58.941;211.5;24.15
TUBI;72;9;0;6.226;0.4991;339.42;334.38;336.76;5.04;34.672;117.840;7.325;-35.456;42.781;interna;16.00;-3.467;-69.326;-2.068;66.569;67.258;211.6;31.45
TUBI;72;9;0;6.226;0.4991;339.42;334.38;336.76;5.04;34.672;117.840;7.325;-35.456;42.781;media;17.52;-8.552;-54.977;7.196;55.986;62.174;211.6;26.45
TUBI;72;9;0;6.226;0.4991;339.42;334.38;336.76;5.04;34.672;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-43.254;15.687;51.084;58.941;211.6;24.14
TUBI;73;9;0;6.498;0.4991;338.32;333.63;335.84;4.69;34.671;117.840;7.325;-35.456;42.781;interna;16.00;-3.467;-68.670;-1.411;66.255;67.259;211.8;31.28
TUBI;73;9;0;6.498;0.4991;338.32;333.63;335.84;4.69;34.671;117.840;7.325;-35.456;42.781;media;17.52;-8.525;-54.996;7.205;56.018;62.202;211.8;26.44
TUBI;73;9;0;6.498;0.4991;338.32;333.63;335.84;4.69;34.671;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-43.839;15.103;51.111;58.942;211.8;24.13
TUBI;74;9;0;6.780;0.4991;337.26;332.91;334.96;4.35;34.669;117.840;7.325;-35.456;42.781;interna;16.00;-3.467;-68.041;-0.781;65.958;67.260;212.0;31.11
TUBI;74;9;0;6.780;0.4991;337.26;332.91;334.96;4.35;34.669;117.840;7.325;-35.456;42.781;media;17.52;-8.499;-55.014;7.214;56.049;62.228;212.0;26.44
TUBI;74;9;0;6.780;0.4991;337.26;332.91;334.96;4.35;34.669;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-44.401;14.542;51.143;58.943;212.0;24.12
TUBI;75;9;0;7.075;0.4991;336.25;332.22;334.12;4.03;34.667;117.840;7.325;-35.456;42.781;interna;16.00;-3.467;-67.439;-0.178;65.678;67.261;212.2;30.95
TUBI;75;9;0;7.075;0.4991;336.25;332.22;334.12;4.03;34.667;117.840;7.325;-35.456;42.781;media;17.52;-8.474;-55.031;7.222;56.078;62.254;212.2;26.43
TUBI;75;9;0;7.075;0.4991;336.25;332.22;334.12;4.03;34.667;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-44.939;14.005;51.180;58.944;212.2;24.12
TUBI;76;9;0;7.381;0.4991;335.28;331.56;333.31;3.72;34.666;117.840;7.325;-35.456;42.781;interna;16.00;-3.467;-66.865;0.397;65.416;67.262;212.3;30.81
TUBI;76;9;0;7.381;0.4991;335.28;331.56;333.31;3.72;34.666;117.840;7.325;-35.456;42.781;media;17.52;-8.450;-55.048;7.230;56.106;62.278;212.3;26.42
TUBI;76;9;0;7.381;0.4991;335.28;331.56;333.31;3.72;34.666;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-45.452;13.493;51.220;58.945;212.3;24.12
TUBI;77;9;0;7.701;0.4991;334.36;330.93;332.55;3.42;34.664;117.840;7.325;-35.456;42.781;interna;16.00;-3.466;-66.317;0.947;65.169;67.263;212.5;30.67
TUBI;77;9;0;7.701;0.4991;334.36;330.93;332.55;3.42;34.664;117.840;7.325;-35.456;42.781;media;17.52;-8.428;-55.064;7.238;56.133;62.302;212.5;26.42
TUBI;77;9;0;7.701;0.4991;334.36;330.93;332.55;3.42;34.664;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-45.942;13.004;51.263;58.945;212.5;24.12
TUBI;78;9;0;8.033;0.4991;333.48;330.34;331.82;3.14;34.662;117.840;7.325;-35.456;42.781;interna;16.00;-3.466;-65.797;1.468;64.938;67.264;212.6;30.54
TUBI;78;9;0;8.033;0.4991;333.48;330.34;331.82;3.14;34.662;117.840;7.325;-35.456;42.781;media;17.52;-8.406;-55.079;7.245;56.159;62.324;212.6;26.41
TUBI;78;9;0;8.033;0.4991;333.48;330.34;331.82;3.14;34.662;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-46.407;12.540;51.308;58.946;212.6;24.13
TUBI;79;9;0;8.379;0.4991;332.65;329.77;331.13;2.88;34.660;117.840;7.325;-35.456;42.781;interna;16.00;-3.466;-65.303;1.963;64.722;67.265;212.8;30.42
TUBI;79;9;0;8.379;0.4991;332.65;329.77;331.13;2.88;34.660;117.840;7.325;-35.456;42.781;media;17.52;-8.386;-55.094;7.252;56.183;62.345;212.8;26.40
TUBI;79;9;0;8.379;0.4991;332.65;329.77;331.13;2.88;34.660;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-46.848;12.099;51.355;58.947;212.8;24.14
TUBI;80;9;0;8.740;0.4991;331.87;329.24;330.48;2.63;34.658;117.840;7.325;-35.456;42.781;interna;16.00;-3.466;-64.837;2.430;64.521;67.266;212.9;30.31
TUBI;80;9;0;8.740;0.4991;331.87;329.24;330.48;2.63;34.658;117.840;7.325;-35.456;42.781;media;17.52;-8.367;-55.107;7.258;56.206;62.365;212.9;26.40
TUBI;80;9;0;8.740;0.4991;331.87;329.24;330.48;2.63;34.658;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-47.265;11.683;51.403;58.948;212.9;24.14
TUBI;81;9;0;9.115;0.4991;331.13;328.74;329.87;2.39;34.656;117.840;7.325;-35.456;42.781;interna;16.00;-3.466;-64.397;2.870;64.334;67.268;213.0;30.20
TUBI;81;9;0;9.115;0.4991;331.13;328.74;329.87;2.39;34.656;117.840;7.325;-35.456;42.781;media;17.52;-8.349;-55.120;7.264;56.228;62.384;213.0;26.39
TUBI;81;9;0;9.115;0.4991;331.13;328.74;329.87;2.39;34.656;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-47.658;11.291;51.451;58.949;213.0;24.15
TUBI;82;9;0;9.506;0.4991;330.44;328.27;329.29;2.17;34.654;117.840;7.325;-35.456;42.781;interna;16.00;-3.465;-63.984;3.285;64.161;67.269;213.1;30.10
TUBI;82;9;0;9.506;0.4991;330.44;328.27;329.29;2.17;34.654;117.840;7.325;-35.456;42.781;media;17.52;-8.332;-55.133;7.270;56.249;62.402;213.1;26.39
TUBI;82;9;0;9.506;0.4991;330.44;328.27;329.29;2.17;34.654;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-48.028;10.922;51.499;58.950;213.1;24.16
TUBI;83;9;0;9.913;0.4991;329.79;327.83;328.75;1.96;34.652;117.840;7.325;-35.456;42.781;interna;16.00;-3.465;-63.597;3.673;64.000;67.270;213.2;30.01
TUBI;83;9;0;9.913;0.4991;329.79;327.83;328.75;1.96;34.652;117.840;7.325;-35.456;42.781;media;17.52;-8.316;-55.144;7.275;56.268;62.419;213.2;26.39
TUBI;83;9;0;9.913;0.4991;329.79;327.83;328.75;1.96;34.652;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-48.375;10.576;51.547;58.951;213.2;24.17
TUBI;84;9;0;10.337;0.4991;329.18;327.42;328.25;1.77;34.650;117.840;7.325;-35.456;42.781;interna;16.00;-3.465;-63.236;4.036;63.852;67.271;213.4;29.93
TUBI;84;9;0;10.337;0.4991;329.18;327.42;328.25;1.77;34.650;117.840;7.325;-35.456;42.781;media;17.52;-8.301;-55.156;7.280;56.286;62.436;213.4;26.38
TUBI;84;9;0;10.337;0.4991;329.18;327.42;328.25;1.77;34.650;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-48.699;10.253;51.593;58.952;213.4;24.18
TUBI;85;9;0;10.778;0.4991;328.62;327.03;327.78;1.58;34.647;117.840;7.325;-35.456;42.781;interna;16.00;-3.465;-62.899;4.374;63.716;67.273;213.4;29.85
TUBI;85;9;0;10.778;0.4991;328.62;327.03;327.78;1.58;34.647;117.840;7.325;-35.456;42.781;media;17.52;-8.287;-55.166;7.285;56.304;62.451;213.4;26.38
TUBI;85;9;0;10.778;0.4991;328.62;327.03;327.78;1.58;34.647;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-49.001;9.953;51.638;58.953;213.4;24.19
TUBI;86;9;0;11.238;0.4991;328.09;326.68;327.35;1.42;34.645;117.840;7.325;-35.456;42.781;interna;16.00;-3.465;-62.587;4.687;63.591;67.274;213.5;29.78
TUBI;86;9;0;11.238;0.4991;328.09;326.68;327.35;1.42;34.645;117.840;7.325;-35.456;42.781;media;17.52;-8.274;-55.176;7.289;56.320;62.465;213.5;26.38
TUBI;86;9;0;11.238;0.4991;328.09;326.68;327.35;1.42;34.645;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-49.281;9.673;51.682;58.954;213.5;24.20
TUBI;87;9;0;11.716;0.4991;327.61;326.35;326.94;1.26;34.643;117.840;7.325;-35.456;42.781;interna;16.00;-3.464;-62.298;4.977;63.477;67.275;213.6;29.72
TUBI;87;9;0;11.716;0.4991;327.61;326.35;326.94;1.26;34.643;117.840;7.325;-35.456;42.781;media;17.52;-8.262;-55.185;7.293;56.335;62.478;213.6;26.37
TUBI;87;9;0;11.716;0.4991;327.61;326.35;326.94;1.26;34.643;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-49.541;9.415;51.724;58.956;213.6;24.21
TUBI;88;9;0;12.214;0.4991;327.16;326.05;326.57;1.12;34.640;117.840;7.325;-35.456;42.781;interna;16.00;-3.464;-62.032;5.245;63.373;67.277;213.7;29.66
TUBI;88;9;0;12.214;0.4991;327.16;326.05;326.57;1.12;34.640;117.840;7.325;-35.456;42.781;media;17.52;-8.251;-55.193;7.297;56.349;62.490;213.7;26.37
TUBI;88;9;0;12.214;0.4991;327.16;326.05;326.57;1.12;34.640;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-49.780;9.177;51.764;58.957;213.7;24.22
TUBI;89;9;0;12.733;0.4991;326.75;325.77;326.23;0.99;34.638;117.840;7.325;-35.456;42.781;interna;16.00;-3.464;-61.789;5.489;63.279;67.278;213.8;29.60
TUBI;89;9;0;12.733;0.4991;326.75;325.77;326.23;0.99;34.638;117.840;7.325;-35.456;42.781;media;17.52;-8.241;-55.202;7.300;56.362;62.501;213.8;26.37
TUBI;89;9;0;12.733;0.4991;326.75;325.77;326.23;0.99;34.638;117.840;7.325;-35.456;42.781;esterna;19.05;-11.784;-49.999;8.959;51.801;58.958;213.8;24.23
TUBI;0;10;0;0.007;0.6417;343.26;337.10;340.01;6.16;34.740;117.840;6.970;-35.809;42.780;interna;16.00;-3.474;-71.370;-4.506;67.386;67.896;211.0;31.94
TUBI;0;10;0;0.007;0.6417;343.26;337.10;340.01;6.16;34.740;117.840;6.970;-35.809;42.780;media;17.52;-8.640;-54.885;6.813;55.606;61.698;211.0;26.35
TUBI;0;10;0;0.007;0.6417;343.26;337.10;340.01;6.16;34.740;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.367;17.187;50.710;58.554;211.0;24.03
TUBI;1;10;0;0.022;0.6417;343.24;337.09;339.99;6.15;34.725;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.368;-4.495;67.390;67.895;211.0;31.94
TUBI;1;10;0;0.022;0.6417;343.24;337.09;339.99;6.15;34.725;117.840;6.970;-35.809;42.780;media;17.52;-8.639;-54.893;6.813;55.615;61.707;211.0;26.36
TUBI;1;10;0;0.022;0.6417;343.24;337.09;339.99;6.15;34.725;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.384;17.177;50.717;58.561;211.0;24.04
TUBI;2;10;0;0.037;0.6417;343.22;337.08;339.97;6.15;34.725;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.356;-4.483;67.384;67.884;211.0;31.93
TUBI;2;10;0;0.037;0.6417;343.22;337.08;339.97;6.15;34.725;117.840;6.970;-35.809;42.780;media;17.52;-8.638;-54.894;6.813;55.615;61.707;211.0;26.36
TUBI;2;10;0;0.037;0.6417;343.22;337.08;339.97;6.15;34.725;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.395;17.167;50.717;58.562;211.0;24.04
TUBI;3;10;0;0.053;0.6417;343.20;337.06;339.96;6.14;34.724;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.344;-4.471;67.378;67.872;211.0;31.93
TUBI;3;10;0;0.053;0.6417;343.20;337.06;339.96;6.14;34.724;117.840;6.970;-35.809;42.780;media;17.52;-8.638;-54.894;6.814;55.616;61.708;211.0;26.36
TUBI;3;10;0;0.053;0.6417;343.20;337.06;339.96;6.14;34.724;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.406;17.156;50.717;58.562;211.0;24.04
TUBI;4;10;0;0.070;0.6417;343.05;336.96;339.83;6.09;34.724;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.256;-4.383;67.333;67.784;211.0;31.91
TUBI;4;10;0;0.070;0.6417;343.05;336.96;339.83;6.09;34.724;117.840;6.970;-35.809;42.780;media;17.52;-8.634;-54.897;6.815;55.621;61.712;211.0;26.36
TUBI;4;10;0;0.070;0.6417;343.05;336.96;339.83;6.09;34.724;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.485;17.077;50.718;58.562;211.0;24.03
TUBI;5;10;0;0.087;0.6417;342.93;336.87;339.73;6.05;34.723;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.184;-4.310;67.297;67.712;211.1;31.89
TUBI;5;10;0;0.087;0.6417;342.93;336.87;339.73;6.05;34.723;117.840;6.970;-35.809;42.780;media;17.52;-8.631;-54.899;6.816;55.624;61.715;211.1;26.36
TUBI;5;10;0;0.087;0.6417;342.93;336.87;339.73;6.05;34.723;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.549;17.013;50.719;58.562;211.1;24.03
TUBI;6;10;0;0.105;0.6417;342.82;336.80;339.64;6.02;34.723;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.123;-4.249;67.266;67.651;211.1;31.87
TUBI;6;10;0;0.105;0.6417;342.82;336.80;339.64;6.02;34.723;117.840;6.970;-35.809;42.780;media;17.52;-8.629;-54.901;6.817;55.627;61.718;211.1;26.35
TUBI;6;10;0;0.105;0.6417;342.82;336.80;339.64;6.02;34.723;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.604;16.959;50.719;58.562;211.1;24.03
TUBI;7;10;0;0.124;0.6417;342.73;336.74;339.56;5.99;34.722;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.068;-4.193;67.238;67.596;211.1;31.85
TUBI;7;10;0;0.124;0.6417;342.73;336.74;339.56;5.99;34.722;117.840;6.970;-35.809;42.780;media;17.52;-8.626;-54.903;6.817;55.630;61.720;211.1;26.35
TUBI;7;10;0;0.124;0.6417;342.73;336.74;339.56;5.99;34.722;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.654;16.909;50.720;58.563;211.1;24.03
TUBI;8;10;0;0.144;0.6417;342.65;336.68;339.49;5.97;34.722;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-71.020;-4.146;67.214;67.548;211.1;31.84
TUBI;8;10;0;0.144;0.6417;342.65;336.68;339.49;5.97;34.722;117.840;6.970;-35.809;42.780;media;17.52;-8.624;-54.905;6.818;55.633;61.723;211.1;26.35
TUBI;8;10;0;0.144;0.6417;342.65;336.68;339.49;5.97;34.722;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.697;16.866;50.721;58.563;211.1;24.03
TUBI;9;10;0;0.164;0.6417;342.57;336.63;339.43;5.94;34.721;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-70.977;-4.102;67.192;67.505;211.1;31.83
TUBI;9;10;0;0.164;0.6417;342.57;336.63;339.43;5.94;34.721;117.840;6.970;-35.809;42.780;media;17.52;-8.622;-54.906;6.819;55.635;61.725;211.1;26.35
TUBI;9;10;0;0.164;0.6417;342.57;336.63;339.43;5.94;34.721;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.736;16.827;50.722;58.563;211.1;24.03
TUBI;10;10;0;0.185;0.6417;342.50;336.58;339.37;5.92;34.721;117.840;6.970;-35.809;42.780;interna;16.00;-3.472;-70.936;-4.061;67.172;67.464;211.1;31.82
TUBI;10;10;0;0.185;0.6417;342.50;336.58;339.37;5.92;34.721;117.840;6.970;-35.809;42.780;media;17.52;-8.621;-54.907;6.819;55.637;61.727;211.1;26.35
TUBI;10;10;0;0.185;0.6417;342.50;336.58;339.37;5.92;34.721;117.840;6.970;-35.809;42.780;esterna;19.05;-11.784;-41.772;16.791;50.722;58.563;211.1;24.02
